drift_type,severity,severity_value,eod,dpd,ece,model,task,replication
label,2,0.25,0.05686330551061135,2.7204756180565504e-05,0.1875985416737365,logistic_regression,med_change,7
label,2,0.25,0.3075221238938053,0.02399930506992587,0.2300984028379478,xgboost,med_change,7
label,2,0.25,0.009126106194690266,0.0040638737107977965,0.23017066740201764,mlp,med_change,7
concept,0,1.5,0.11497330180119891,0.000620943696867049,0.4583274888231297,logistic_regression,readmit_30,7
concept,0,1.5,0.004484858558228218,0.00441197787900411,0.0283949730681745,xgboost,readmit_30,7
concept,0,1.5,0.0,0.0,0.11735800540479645,mlp,readmit_30,7
concept,0,1.5,0.0,0.0,0.6601689725457265,logistic_regression,extended_stay,7
concept,0,1.5,0.20274500238828425,0.04106057755864101,0.11927825684534195,xgboost,extended_stay,7
concept,0,1.5,0.0,0.0,0.6601013791698449,mlp,extended_stay,7
concept,0,1.5,0.07472294625165463,2.7204756180565504e-05,0.4560093487719434,logistic_regression,med_change,7
concept,0,1.5,0.4760319260164637,0.02399930506992587,0.4577725231842604,xgboost,med_change,7
concept,0,1.5,0.016736401673640166,0.0040638737107977965,0.5343820223386151,mlp,med_change,7
concept,1,2.0,0.14402642348637373,0.000620943696867049,0.4417334212023042,logistic_regression,readmit_30,7
concept,1,2.0,0.00443461897806377,0.00441197787900411,0.02759813657967388,xgboost,readmit_30,7
concept,1,2.0,0.0,0.0,0.13478177640666328,mlp,readmit_30,7
concept,1,2.0,0.0,0.0,0.6157798416600182,logistic_regression,extended_stay,7
concept,1,2.0,0.1874831464136853,0.04106057755864101,0.11953492080060632,xgboost,extended_stay,7
concept,1,2.0,0.0,0.0,0.6157122482841365,mlp,extended_stay,7
concept,1,2.0,0.08671243255480948,2.7204756180565504e-05,0.5263307129272142,logistic_regression,med_change,7
concept,1,2.0,0.47626126161336924,0.02399930506992587,0.4562546990031763,xgboost,med_change,7
concept,1,2.0,0.02384914032168608,0.0040638737107977965,0.6094701783228509,mlp,med_change,7
concept,2,3.0,0.18111920267770265,0.000620943696867049,0.40854528596065304,logistic_regression,readmit_30,7
concept,2,3.0,0.007319837883502829,0.00441197787900411,0.05414864477299477,xgboost,readmit_30,7
concept,2,3.0,0.0,0.0,0.16796991164831443,mlp,readmit_30,7
concept,2,3.0,0.0,0.0,0.5270015798886014,logistic_regression,extended_stay,7
concept,2,3.0,0.1892384796712352,0.04106057755864101,0.17631386445548938,xgboost,extended_stay,7
concept,2,3.0,0.0,0.0,0.5269339865127198,mlp,extended_stay,7
concept,2,3.0,0.09536353179160048,2.7204756180565504e-05,0.6629369475052014,logistic_regression,med_change,7
concept,2,3.0,0.49261063063031285,0.02399930506992587,0.4774541868467955,xgboost,med_change,7
concept,2,3.0,0.020795660036166366,0.0040638737107977965,0.7468226708413787,mlp,med_change,7
covariate,0,0.5,0.2516809627876353,0.2447638312460908,0.6051716255021427,logistic_regression,readmit_30,8
covariate,0,0.5,0.01854702170232415,0.005034255414785069,0.027539132375040628,xgboost,readmit_30,8
covariate,0,0.5,0.0,0.0,0.10495925744256103,mlp,readmit_30,8
covariate,0,0.5,0.0,0.0,0.7044181568840819,logistic_regression,extended_stay,8
covariate,0,0.5,0.13365625717087004,0.10932316025509059,0.11233485273567134,xgboost,extended_stay,8
covariate,0,0.5,0.0,0.0,0.7044179698640982,mlp,extended_stay,8
covariate,0,0.5,0.095468384352532,0.05120697902311834,0.3138538354697327,logistic_regression,med_change,8
covariate,0,0.5,0.00531696925978975,0.02399930506992587,0.004429972707395347,xgboost,med_change,8
covariate,0,0.5,0.012603249108476332,0.006552983853921631,0.4531169369909675,mlp,med_change,8
covariate,1,1.0,0.335655770345368,0.3244153558260535,0.7094986357140031,logistic_regression,readmit_30,8
covariate,1,1.0,0.03165563593453389,0.010219901546293054,0.08074143352835067,xgboost,readmit_30,8
covariate,1,1.0,0.0,0.0,0.10878213367661997,mlp,readmit_30,8
covariate,1,1.0,0.0,0.0,0.7044181705018304,logistic_regression,extended_stay,8
covariate,1,1.0,0.3222635270052443,0.3155044504438481,0.2668875100342621,xgboost,extended_stay,8
covariate,1,1.0,0.0,0.0,0.7044181702077832,mlp,extended_stay,8
covariate,1,1.0,0.24060188995115386,0.12484315409053172,0.23898264818110346,logistic_regression,med_change,8
covariate,1,1.0,0.00531696925978975,0.02399930506992587,0.004478031563464598,xgboost,med_change,8
covariate,1,1.0,0.014325901993919917,0.007382687234962907,0.4515460846172207,mlp,med_change,8
covariate,2,1.5,0.34218714426652497,0.33043070533860275,0.7828749899612797,logistic_regression,readmit_30,8
covariate,2,1.5,0.035400954286593816,0.015820399368321678,0.1002364498612372,xgboost,readmit_30,8
covariate,2,1.5,0.0,0.0,0.11012274728162039,mlp,readmit_30,8
covariate,2,1.5,0.0,0.0,0.7044181705040444,logistic_regression,extended_stay,8
covariate,2,1.5,0.5554790747084245,0.5088253382264658,0.4001569624629364,xgboost,extended_stay,8
covariate,2,1.5,0.0,0.0,0.7044181705036128,mlp,extended_stay,8
covariate,2,1.5,0.43913763499852676,0.23270459362589785,0.1488910738809214,logistic_regression,med_change,8
covariate,2,1.5,0.00531696925978975,0.02399930506992587,0.004456000217020023,xgboost,med_change,8
covariate,2,1.5,0.016048554879363502,0.008212390616004187,0.4502137981531062,mlp,med_change,8
label,0,0.15,0.01248602663938303,0.000620943696867049,0.4357180716897549,logistic_regression,readmit_30,8
label,0,0.15,0.013480740446010723,0.00441197787900411,0.03262847393219513,xgboost,readmit_30,8
label,0,0.15,0.0,0.0,0.13466300777241202,mlp,readmit_30,8
label,0,0.15,0.0,0.0,0.8499636209589188,logistic_regression,extended_stay,8
label,0,0.15,0.050086918194930274,0.04106057755864101,0.14664817661482796,xgboost,extended_stay,8
label,0,0.15,0.0,0.0,0.8498960275830372,mlp,extended_stay,8
label,0,0.15,0.07391417103102493,2.7204756180565504e-05,0.13421011311240028,logistic_regression,med_change,8
label,0,0.15,0.3882381649585164,0.02399930506992587,0.3302806853694392,xgboost,med_change,8
label,0,0.15,0.010980966325036604,0.0040638737107977965,0.1359245586727562,mlp,med_change,8
label,1,0.2,0.03703651073343561,0.000620943696867049,0.3857284429820179,logistic_regression,readmit_30,8
label,1,0.2,0.00829401845430948,0.00441197787900411,0.0777951911326712,xgboost,readmit_30,8
label,1,0.2,0.0,0.0,0.18451649149084978,mlp,readmit_30,8
label,1,0.2,0.0,0.0,0.7999739922511818,logistic_regression,extended_stay,8
label,1,0.2,0.06288083244112674,0.04106057755864101,0.09705071276823803,xgboost,extended_stay,8
label,1,0.2,0.0,0.0,0.7999063988753001,mlp,extended_stay,8
label,1,0.2,0.06747705284048623,2.7204756180565504e-05,0.16457267151952087,logistic_regression,med_change,8
label,1,0.2,0.3494944257194711,0.02399930506992587,0.27990826470358193,xgboost,med_change,8
label,1,0.2,0.011148561057816956,0.0040638737107977965,0.18400157766905562,mlp,med_change,8
label,2,0.25,0.0509369256711949,0.000620943696867049,0.3374788773724424,logistic_regression,readmit_30,8
label,2,0.25,0.006841736296633132,0.00441197787900411,0.12210477349379081,xgboost,readmit_30,8
label,2,0.25,0.0,0.0,0.234642265187886,mlp,readmit_30,8
label,2,0.25,0.0,0.0,0.7499843635434449,logistic_regression,extended_stay,8
label,2,0.25,0.08300531376892756,0.04106057755864101,0.05707424110448031,xgboost,extended_stay,8
label,2,0.25,0.0,0.0,0.7499167701675632,mlp,extended_stay,8
label,2,0.25,0.059905340908841434,2.7204756180565504e-05,0.19216191026946353,logistic_regression,med_change,8
label,2,0.25,0.30724557522123896,0.02399930506992587,0.23008401021403851,xgboost,med_change,8
label,2,0.25,0.009126106194690266,0.0040638737107977965,0.2302882604562219,mlp,med_change,8
concept,0,1.5,0.12474528877188285,0.000620943696867049,0.4583274888231297,logistic_regression,readmit_30,8
concept,0,1.5,0.004960256704175449,0.00441197787900411,0.01914579399027436,xgboost,readmit_30,8
concept,0,1.5,0.0,0.0,0.11860256047635838,mlp,readmit_30,8
concept,0,1.5,0.0,0.0,0.6601689725457265,logistic_regression,extended_stay,8
concept,0,1.5,0.2173970170402989,0.04106057755864101,0.12736080033100758,xgboost,extended_stay,8
concept,0,1.5,0.0,0.0,0.6601013791698449,mlp,extended_stay,8
concept,0,1.5,0.07322481891083066,2.7204756180565504e-05,0.4582950356818293,logistic_regression,med_change,8
concept,0,1.5,0.459177993432194,0.02399930506992587,0.43906601284972724,xgboost,med_change,8
concept,0,1.5,0.019525801952580194,0.0040638737107977965,0.5379540388121355,mlp,med_change,8
concept,1,2.0,0.12241259063334786,0.000620943696867049,0.44173342120230413,logistic_regression,readmit_30,8
concept,1,2.0,0.007316463358467227,0.00441197787900411,0.030502098413318347,xgboost,readmit_30,8
concept,1,2.0,0.0,0.0,0.13436692471614267,mlp,readmit_30,8
concept,1,2.0,0.0,0.0,0.6157798416600182,logistic_regression,extended_stay,8
concept,1,2.0,0.18964297362750815,0.04106057755864101,0.12119432756268887,xgboost,extended_stay,8
concept,1,2.0,0.0,0.0,0.6157122482841365,mlp,extended_stay,8
concept,1,2.0,0.08273628941365639,2.7204756180565504e-05,0.5272687219820278,logistic_regression,med_change,8
concept,1,2.0,0.4752672258280809,0.02399930506992587,0.4550101439316143,xgboost,med_change,8
concept,1,2.0,0.021630615640599003,0.0040638737107977965,0.6080107246752635,mlp,med_change,8
concept,2,3.0,0.17994824249034902,0.000620943696867049,0.40854528596065304,logistic_regression,readmit_30,8
concept,2,3.0,0.009661758258210088,0.00441197787900411,0.05182021060250305,xgboost,readmit_30,8
concept,2,3.0,0.0,0.0,0.1679699116483144,mlp,readmit_30,8
concept,2,3.0,0.0,0.0,0.5270015798886014,logistic_regression,extended_stay,8
concept,2,3.0,0.19713321651334048,0.04106057755864101,0.1790387641937561,xgboost,extended_stay,8
concept,2,3.0,0.0,0.0,0.5269339865127198,mlp,extended_stay,8
concept,2,3.0,0.09401763677141206,2.7204756180565504e-05,0.6650112059578045,logistic_regression,med_change,8
concept,2,3.0,0.48911130357782295,0.02399930506992587,0.4722264890882208,xgboost,med_change,8
concept,2,3.0,0.020795660036166366,0.0040638737107977965,0.7474374756463946,mlp,med_change,8
covariate,0,0.5,0.2512144360789812,0.24455640540083046,0.6049849448409886,logistic_regression,readmit_30,9
covariate,0,0.5,0.022292340054384074,0.005241681260045388,0.02776192464173965,xgboost,readmit_30,9
covariate,0,0.5,0.0,0.0,0.10491626560789752,mlp,readmit_30,9
covariate,0,0.5,0.0,0.0,0.704418155831134,logistic_regression,extended_stay,9
covariate,0,0.5,0.12032292383753673,0.10185582982571911,0.11149397921732812,xgboost,extended_stay,9
covariate,0,0.5,0.0,0.0,0.7044179577490095,mlp,extended_stay,9
covariate,0,0.5,0.095468384352532,0.05099955317785802,0.31386826936684614,logistic_regression,med_change,9
covariate,0,0.5,0.00531696925978975,0.02399930506992587,0.004390714922871575,xgboost,med_change,9
covariate,0,0.5,0.00915794333758917,0.004893577091839074,0.4533570770227383,mlp,med_change,9
covariate,1,1.0,0.335889033699695,0.3244153558260535,0.7093478066979914,logistic_regression,readmit_30,9
covariate,1,1.0,0.03352829511056385,0.010842179082074013,0.08089817576519906,xgboost,readmit_30,9
covariate,1,1.0,0.0,0.0,0.108769333969849,mlp,readmit_30,9
covariate,1,1.0,0.0,0.0,0.7044181705016592,logistic_regression,extended_stay,9
covariate,1,1.0,0.3266804881359864,0.31861583812275285,0.26746194798393486,xgboost,extended_stay,9
covariate,1,1.0,0.0,0.0,0.7044181701893224,mlp,extended_stay,9
covariate,1,1.0,0.2418938796152366,0.12546543162631268,0.2389585136668857,logistic_regression,med_change,9
covariate,1,1.0,0.00531696925978975,0.02399930506992587,0.004470169476703431,xgboost,med_change,9
covariate,1,1.0,0.01217258588711544,0.006345558008661311,0.4518084425329627,mlp,med_change,9
covariate,2,1.5,0.34218714426652497,0.33043070533860275,0.7827720708987886,logistic_regression,readmit_30,9
covariate,2,1.5,0.03914627263865374,0.016650102749362957,0.10043859892590268,xgboost,readmit_30,9
covariate,2,1.5,0.0,0.0,0.11011793129647811,mlp,readmit_30,9
covariate,2,1.5,0.0,0.0,0.7044181705040444,logistic_regression,extended_stay,9
covariate,2,1.5,0.5554790747084245,0.5082030606906849,0.3990374106841942,xgboost,extended_stay,9
covariate,2,1.5,0.0,0.0,0.7044181705035846,mlp,extended_stay,9
covariate,2,1.5,0.4404296246626095,0.23374172285219946,0.1487867492417474,logistic_regression,med_change,9
covariate,2,1.5,0.00531696925978975,0.02399930506992587,0.004457453582505391,xgboost,med_change,9
covariate,2,1.5,0.013033912329837232,0.006760409699181949,0.45048256158712263,mlp,med_change,9
label,0,0.15,0.029083537012827065,0.000620943696867049,0.4357180716897549,logistic_regression,readmit_30,9
label,0,0.15,0.016246992174918054,0.00441197787900411,0.03802154590896342,xgboost,readmit_30,9
label,0,0.15,0.0,0.0,0.13466300777241202,mlp,readmit_30,9
label,0,0.15,0.0,0.0,0.8499636209589188,logistic_regression,extended_stay,9
label,0,0.15,0.07774943548400365,0.04106057755864101,0.14664817661482796,xgboost,extended_stay,9
label,0,0.15,0.0,0.0,0.8498960275830372,mlp,extended_stay,9
label,0,0.15,0.07293808513546612,2.7204756180565504e-05,0.13462496480292088,logistic_regression,med_change,9
label,0,0.15,0.3882381649585164,0.02399930506992587,0.3300776602534218,xgboost,med_change,9
label,0,0.15,0.012297674789585409,0.0040638737107977965,0.13468000360119425,mlp,med_change,9
label,1,0.2,0.041185888326796594,0.000620943696867049,0.3858090993180969,logistic_regression,readmit_30,9
label,1,0.2,0.010368707250989977,0.00441197787900411,0.07868405313128088,xgboost,readmit_30,9
label,1,0.2,0.0,0.0,0.18451649149084978,mlp,readmit_30,9
label,1,0.2,0.0,0.0,0.7999739922511818,logistic_regression,extended_stay,9
label,1,0.2,0.08673975360295244,0.04106057755864101,0.1020289330544857,xgboost,extended_stay,9
label,1,0.2,0.0,0.0,0.7999063988753001,mlp,extended_stay,9
label,1,0.2,0.06669924625505715,2.7204756180565504e-05,0.1595944512332732,logistic_regression,med_change,9
label,1,0.2,0.3494944257194711,0.02399930506992587,0.2800736389217755,xgboost,med_change,9
label,1,0.2,0.011951893323471994,0.0040638737107977965,0.18118158496438597,mlp,med_change,9
label,2,0.25,0.04180829496580074,0.000620943696867049,0.3357388142742809,logistic_regression,readmit_30,9
label,2,0.25,0.006011860777960933,0.00441197787900411,0.12168448636904468,xgboost,readmit_30,9
label,2,0.25,0.0,0.0,0.23450612019858677,mlp,readmit_30,9
label,2,0.25,0.0,0.0,0.7499843635434449,logistic_regression,extended_stay,9
label,2,0.25,0.06308830132079479,0.04106057755864101,0.057017524632996384,xgboost,extended_stay,9
label,2,0.25,0.0,0.0,0.7499167701675632,mlp,extended_stay,9
label,2,0.25,0.06045843825397418,2.7204756180565504e-05,0.19299161365050485,logistic_regression,med_change,9
label,2,0.25,0.30724557522123896,0.02399930506992587,0.23048119479606807,xgboost,med_change,9
label,2,0.25,0.011744424443803938,0.0040638737107977965,0.22779915031309805,mlp,med_change,9
concept,0,1.5,0.09868665685005884,0.000620943696867049,0.45832748882312974,logistic_regression,readmit_30,9
concept,0,1.5,0.014643106807668855,0.00441197787900411,0.02868738287224905,xgboost,readmit_30,9
concept,0,1.5,0.0,0.0,0.11611345033323453,mlp,readmit_30,9
concept,0,1.5,0.0,0.0,0.6601689725457265,logistic_regression,extended_stay,9
concept,0,1.5,0.19297699262027446,0.04106057755864101,0.11512973994013556,xgboost,extended_stay,9
concept,0,1.5,0.0,0.0,0.6601013791698449,mlp,extended_stay,9
concept,0,1.5,0.07771920093330256,2.7204756180565504e-05,0.4607841458249531,logistic_regression,med_change,9
concept,0,1.5,0.46741769380672593,0.02399930506992587,0.4481927500411813,xgboost,med_change,9
concept,0,1.5,0.01906090190609019,0.0040638737107977965,0.5367094837405736,mlp,med_change,9
concept,1,2.0,0.13970365691576858,0.000620943696867049,0.44173342120230413,logistic_regression,readmit_30,9
concept,1,2.0,0.004385390106804561,0.00441197787900411,0.031039391990285076,xgboost,readmit_30,9
concept,1,2.0,0.0,0.0,0.133952073025622,mlp,readmit_30,9
concept,1,2.0,0.0,0.0,0.6157798416600182,logistic_regression,extended_stay,9
concept,1,2.0,0.18694318961022954,0.04106057755864101,0.11740435975851223,xgboost,extended_stay,9
concept,1,2.0,0.0,0.0,0.6157122482841365,mlp,extended_stay,9
concept,1,2.0,0.08339897993718191,2.7204756180565504e-05,0.5256093152199449,logistic_regression,med_change,9
concept,1,2.0,0.4845448931574381,0.02399930506992587,0.46644622442408934,xgboost,med_change,9
concept,1,2.0,0.017193566278424846,0.0040638737107977965,0.6057656233335965,mlp,med_change,9
concept,2,3.0,0.17409344155358086,0.000620943696867049,0.4085452859606531,logistic_regression,readmit_30,9
concept,2,3.0,0.00497791750879557,0.00441197787900411,0.05290408970143286,xgboost,readmit_30,9
concept,2,3.0,0.0,0.0,0.16879961502935567,mlp,readmit_30,9
concept,2,3.0,0.0,0.0,0.5270015798886014,logistic_regression,extended_stay,9
concept,2,3.0,0.19187005861860362,0.04106057755864101,0.17631386445548936,xgboost,extended_stay,9
concept,2,3.0,0.0,0.0,0.5269339865127198,mlp,extended_stay,9
concept,2,3.0,0.09401763677141206,2.7204756180565504e-05,0.6618880955559748,logistic_regression,med_change,9
concept,2,3.0,0.49234145162627513,0.02399930506992587,0.47720470937446846,xgboost,med_change,9
concept,2,3.0,0.0162748643761302,0.0040638737107977965,0.7457776309733662,mlp,med_change,9
covariate,0,0.5,0.25331380626792455,0.24642323800817334,0.6053058922288567,logistic_regression,readmit_30,10
covariate,0,0.5,0.022292340054384074,0.0056565329505660275,0.027731578779329382,xgboost,readmit_30,10
covariate,0,0.5,0.0,0.0,0.10494004723002566,mlp,readmit_30,10
covariate,0,0.5,0.0,0.0,0.7044181549929254,logistic_regression,extended_stay,10
covariate,0,0.5,0.11962116945157186,0.10517464334988419,0.11148781730590385,xgboost,extended_stay,10
covariate,0,0.5,0.0,0.0,0.7044179517649412,mlp,extended_stay,10
covariate,0,0.5,0.09503772113117112,0.05079212733259768,0.31363843449222395,logistic_regression,med_change,10
covariate,0,0.5,0.00531696925978975,0.02399930506992587,0.004405925772292897,xgboost,med_change,10
covariate,0,0.5,0.010880596223032748,0.005723280472880352,0.45307179899204475,mlp,med_change,10
covariate,1,1.0,0.335889033699695,0.3244153558260535,0.7095911250353585,logistic_regression,readmit_30,10
covariate,1,1.0,0.03165563593453389,0.010634753236813694,0.08073727755632126,xgboost,readmit_30,10
covariate,1,1.0,0.0,0.0,0.1087759700989942,mlp,readmit_30,10
covariate,1,1.0,0.0,0.0,0.7044181705015227,logistic_regression,extended_stay,10
covariate,1,1.0,0.32933066481443163,0.31903068981327354,0.26782933293728384,xgboost,extended_stay,10
covariate,1,1.0,0.0,0.0,0.7044181701787171,mlp,extended_stay,10
covariate,1,1.0,0.24232454283659746,0.12546543162631268,0.2387284335163073,logistic_regression,med_change,10
covariate,1,1.0,0.00531696925978975,0.02399930506992587,0.004474360540816767,xgboost,med_change,10
covariate,1,1.0,0.012603249108476332,0.006552983853921631,0.4514823493773376,mlp,med_change,10
covariate,2,1.5,0.34218714426652497,0.33043070533860275,0.7829332997868241,logistic_regression,readmit_30,10
covariate,2,1.5,0.03727361346262378,0.01561297352306136,0.10019605827947246,xgboost,readmit_30,10
covariate,2,1.5,0.0,0.0,0.11011982690922605,mlp,readmit_30,10
covariate,2,1.5,0.0,0.0,0.7044181705040444,logistic_regression,extended_stay,10
covariate,2,1.5,0.5557735387838073,0.5082030606906849,0.40015116896348185,xgboost,extended_stay,10
covariate,2,1.5,0.0,0.0,0.7044181705035697,mlp,extended_stay,10
covariate,2,1.5,0.4387069717771659,0.2329120194711582,0.14863523305639811,logistic_regression,med_change,10
covariate,2,1.5,0.00531696925978975,0.02399930506992587,0.004454117968602747,xgboost,med_change,10
covariate,2,1.5,0.016479218100724394,0.008419816461264504,0.45013002680712655,mlp,med_change,10
label,0,0.15,0.029083537012827065,0.000620943696867049,0.4357180716897549,logistic_regression,readmit_30,10
label,0,0.15,0.016246992174918054,0.00441197787900411,0.030969067170112566,xgboost,readmit_30,10
label,0,0.15,0.0,0.0,0.13452686278311282,mlp,readmit_30,10
label,0,0.15,0.0,0.0,0.8499636209589188,logistic_regression,extended_stay,10
label,0,0.15,0.04455441473711563,0.04106057755864101,0.14664817661482799,xgboost,extended_stay,10
label,0,0.15,0.0,0.0,0.8498960275830372,mlp,extended_stay,10
label,0,0.15,0.07367014955713523,2.7204756180565504e-05,0.1358695198744828,logistic_regression,med_change,10
label,0,0.15,0.38872620790629575,0.02399930506992587,0.33011531115124565,xgboost,med_change,10
label,0,0.15,0.011469009272816008,0.0040638737107977965,0.13633941036327682,mlp,med_change,10
label,1,0.2,0.06919418708198333,0.000620943696867049,0.38705365438965883,logistic_regression,readmit_30,10
label,1,0.2,0.009331362852649728,0.00441197787900411,0.07909890482180151,xgboost,readmit_30,10
label,1,0.2,0.0,0.0,0.1845164914908498,mlp,readmit_30,10
label,1,0.2,0.0,0.0,0.7999739922511818,logistic_regression,extended_stay,10
label,1,0.2,0.06806755443282797,0.04106057755864101,0.09995467460188251,xgboost,extended_stay,10
label,1,0.2,0.0,0.0,0.7999063988753001,mlp,extended_stay,10
label,1,0.2,0.06643997739324745,2.7204756180565504e-05,0.1604241546143145,logistic_regression,med_change,10
label,1,0.2,0.3502722323049002,0.02399930506992587,0.27990826470358193,xgboost,med_change,10
label,1,0.2,0.010630023334197563,0.0040638737107977965,0.18367069510750983,mlp,med_change,10
label,2,0.25,0.05591617878322819,0.000620943696867049,0.335738814274281,logistic_regression,readmit_30,10
label,2,0.25,0.005181985259288733,0.00441197787900411,0.12363630293520177,xgboost,readmit_30,10
label,2,0.25,0.0,0.0,0.2345061201985868,mlp,readmit_30,10
label,2,0.25,0.0,0.0,0.7499843635434449,logistic_regression,extended_stay,10
label,2,0.25,0.06557792787681138,0.04106057755864101,0.054528414489872556,xgboost,extended_stay,10
label,2,0.25,0.0,0.0,0.7499167701675632,mlp,extended_stay,10
label,2,0.25,0.05575711082034586,2.7204756180565504e-05,0.18593913491165398,logistic_regression,med_change,10
label,2,0.25,0.3064159292035398,0.02399930506992587,0.23009840283794783,xgboost,med_change,10
label,2,0.25,0.012574299962476141,0.0040638737107977965,0.2278432060000594,mlp,med_change,10
concept,0,1.5,0.09868665685005884,0.000620943696867049,0.45832748882312974,logistic_regression,readmit_30,10
concept,0,1.5,0.009757113322326833,0.00441197787900411,0.025491011234530028,xgboost,readmit_30,10
concept,0,1.5,0.0,0.0,0.11901741216687903,mlp,readmit_30,10
concept,0,1.5,0.0,0.0,0.6601689725457265,logistic_regression,extended_stay,10
concept,0,1.5,0.20335550299878485,0.04106057755864101,0.1209376636074245,xgboost,extended_stay,10
concept,0,1.5,0.0,0.0,0.6601013791698449,mlp,extended_stay,10
concept,0,1.5,0.0762210735924786,2.7204756180565504e-05,0.46036929413443245,logistic_regression,med_change,10
concept,0,1.5,0.46704316197151985,0.02399930506992587,0.44779229097456985,xgboost,med_change,10
concept,0,1.5,0.021385402138540215,0.0040638737107977965,0.5387837421931767,mlp,med_change,10
concept,1,2.0,0.1094442909215323,0.000620943696867049,0.4417334212023042,logistic_regression,readmit_30,10
concept,1,2.0,0.00443461897806377,0.00441197787900411,0.03242104808693481,xgboost,readmit_30,10
concept,1,2.0,0.0,0.0,0.1318778145730188,mlp,readmit_30,10
concept,1,2.0,0.0,0.0,0.6157798416600182,logistic_regression,extended_stay,10
concept,1,2.0,0.1928827144482425,0.04106057755864101,0.12196772835423925,xgboost,extended_stay,10
concept,1,2.0,0.0,0.0,0.6157122482841365,mlp,extended_stay,10
concept,1,2.0,0.08439301572247018,2.7204756180565504e-05,0.5285132770535895,logistic_regression,med_change,10
concept,1,2.0,0.47692395213689465,0.02399930506992587,0.45708440238421755,xgboost,med_change,10
concept,1,2.0,0.020521353300055462,0.0040638737107977965,0.6069810681797272,mlp,med_change,10
concept,2,3.0,0.1717515211788736,0.000620943696867049,0.4085452859606531,logistic_regression,readmit_30,10
concept,2,3.0,0.007319837883502829,0.00441197787900411,0.049208658572933134,xgboost,readmit_30,10
concept,2,3.0,0.0,0.0,0.16838476333883506,mlp,readmit_30,10
concept,2,3.0,0.0,0.0,0.5270015798886014,logistic_regression,extended_stay,10
concept,2,3.0,0.19318584809228784,0.04106057755864101,0.17654965405063222,xgboost,extended_stay,10
concept,2,3.0,0.0,0.0,0.5269339865127198,mlp,extended_stay,10
concept,2,3.0,0.09536353179160048,2.7204756180565504e-05,0.6645963542672837,logistic_regression,med_change,10
concept,2,3.0,0.4985325687191419,0.02399930506992587,0.4871993342080682,xgboost,med_change,10
concept,2,3.0,0.020795660036166366,0.0040638737107977965,0.7474374756463943,mlp,med_change,10
covariate,0,0.5,0.25238075285061645,0.24538610878187173,0.6053692158206103,logistic_regression,readmit_30,11
covariate,0,0.5,0.01854702170232415,0.005034255414785069,0.0276338626375413,xgboost,readmit_30,11
covariate,0,0.5,0.0,0.0,0.10500441285093769,mlp,readmit_30,11
covariate,0,0.5,0.0,0.0,0.7044181605423774,logistic_regression,extended_stay,11
covariate,0,0.5,0.12242818699543145,0.10413751412358258,0.11173112628631042,xgboost,extended_stay,11
covariate,0,0.5,0.0,0.0,0.7044179922965044,mlp,extended_stay,11
covariate,0,0.5,0.0937457314670884,0.05037727564207704,0.31370381446944684,logistic_regression,med_change,11
covariate,0,0.5,0.00531696925978975,0.02399930506992587,0.0043998233511506135,xgboost,med_change,11
covariate,0,0.5,0.011311259444393647,0.005930706318140673,0.45305784715219605,mlp,med_change,11
covariate,1,1.0,0.335655770345368,0.3244153558260535,0.7096555780346216,logistic_regression,readmit_30,11
covariate,1,1.0,0.03352829511056385,0.010842179082074013,0.08063617940652892,xgboost,readmit_30,11
covariate,1,1.0,0.0,0.0,0.10878319383240516,mlp,readmit_30,11
covariate,1,1.0,0.0,0.0,0.7044181705024251,logistic_regression,extended_stay,11
covariate,1,1.0,0.33080298519134566,0.32110494826587677,0.2676287255277156,xgboost,extended_stay,11
covariate,1,1.0,0.0,0.0,0.7044181702377974,mlp,extended_stay,11
covariate,1,1.0,0.24146321639387566,0.1252580057810524,0.2388860720533827,logistic_regression,med_change,11
covariate,1,1.0,0.00531696925978975,0.02399930506992587,0.004479116480758894,xgboost,med_change,11
covariate,1,1.0,0.01518722843664171,0.007797538925483545,0.45147072827245793,mlp,med_change,11
covariate,2,1.5,0.34218714426652497,0.33043070533860275,0.7829858170505231,logistic_regression,readmit_30,11
covariate,2,1.5,0.041018931814683704,0.016442676904102636,0.10040526856042195,xgboost,readmit_30,11
covariate,2,1.5,0.0,0.0,0.11012283379500816,mlp,readmit_30,11
covariate,2,1.5,0.0,0.0,0.7044181705040446,logistic_regression,extended_stay,11
covariate,2,1.5,0.5596015717637838,0.510899596679069,0.39958399763105573,xgboost,extended_stay,11
covariate,2,1.5,0.0,0.0,0.7044181705036565,mlp,extended_stay,11
covariate,2,1.5,0.4438749304334967,0.23519370376902166,0.14884268248262872,logistic_regression,med_change,11
covariate,2,1.5,0.00531696925978975,0.02399930506992587,0.0044570974005918255,xgboost,med_change,11
covariate,2,1.5,0.01777120776480708,0.009042093997045463,0.4501058334810916,mlp,med_change,11
label,0,0.15,0.033232914606188046,0.000620943696867049,0.4357987280258339,logistic_regression,readmit_30,11
label,0,0.15,0.013480740446010723,0.00441197787900411,0.03802154590896342,xgboost,readmit_30,11
label,0,0.15,0.0,0.0,0.13466300777241202,mlp,readmit_30,11
label,0,0.15,0.0,0.0,0.8499636209589188,logistic_regression,extended_stay,11
label,0,0.15,0.04317128887266197,0.04106057755864101,0.14664817661482796,xgboost,extended_stay,11
label,0,0.15,0.0,0.0,0.8498960275830372,mlp,extended_stay,11
